2026-03-15 16:07:58,965 | INFO     | climashield.system             | ClimaShield v0.3.0 starting up
2026-03-15 16:47:28,933 | INFO     | apscheduler.executors.default  | Running job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 16:52:28 IST)" (scheduled at 2026-03-15 16:47:28.917376+05:30)
2026-03-15 16:47:28,936 | INFO     | climashield.oracle_worker      | [WORKER] Starting oracle monitoring cycle…
2026-03-15 16:47:28,943 | INFO     | climashield.oracle_worker      | Monitoring cycle started
2026-03-15 16:47:29,149 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:47:29,151 | INFO     | climashield.weather            | [LIVE] Fetched real weather for mumbai: {'city': 'mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:47:29,152 | INFO     | climashield.oracle_monitor     | [ORACLE] mumbai: alert_level=normal, exceeded=0
2026-03-15 16:47:29,152 | INFO     | climashield.oracle_worker      | [WORKER] mumbai: all conditions normal
2026-03-15 16:47:29,508 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Jaipur&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:47:29,509 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Jaipur: {'city': 'Jaipur', 'rain_mm': 0.0, 'temperature': 33.18, 'humidity': 9, 'source': 'openweathermap'}
2026-03-15 16:47:29,509 | INFO     | climashield.oracle_monitor     | [ORACLE] Jaipur: alert_level=normal, exceeded=0
2026-03-15 16:47:29,509 | INFO     | climashield.oracle_worker      | [WORKER] Jaipur: all conditions normal
2026-03-15 16:47:29,681 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Chennai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:47:29,681 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Chennai: {'city': 'Chennai', 'rain_mm': 0.0, 'temperature': 28.62, 'humidity': 61, 'source': 'openweathermap'}
2026-03-15 16:47:29,681 | INFO     | climashield.oracle_monitor     | [ORACLE] Chennai: alert_level=normal, exceeded=0
2026-03-15 16:47:29,681 | INFO     | climashield.oracle_worker      | [WORKER] Chennai: all conditions normal
2026-03-15 16:47:29,915 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Bokaro&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:47:29,916 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Bokaro: {'city': 'Bokaro', 'rain_mm': 0.0, 'temperature': 37.05, 'humidity': 11, 'source': 'openweathermap'}
2026-03-15 16:47:29,916 | INFO     | climashield.oracle_monitor     | [ORACLE] Bokaro: alert_level=normal, exceeded=0
2026-03-15 16:47:29,916 | INFO     | climashield.oracle_worker      | [WORKER] Bokaro: all conditions normal
2026-03-15 16:47:30,069 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:47:30,069 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Mumbai: {'city': 'Mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:47:30,069 | INFO     | climashield.oracle_monitor     | [ORACLE] Mumbai: alert_level=normal, exceeded=0
2026-03-15 16:47:30,069 | INFO     | climashield.oracle_worker      | [WORKER] Mumbai: all conditions normal
2026-03-15 16:47:30,286 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestCity&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:47:30,288 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestCity: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:47:30,288 | INFO     | climashield.oracle_monitor     | [ORACLE] TestCity: alert_level=normal, exceeded=0
2026-03-15 16:47:30,288 | INFO     | climashield.oracle_worker      | [WORKER] TestCity: all conditions normal
2026-03-15 16:47:30,779 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestDeploy&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:47:30,780 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestDeploy: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:47:30,780 | INFO     | climashield.oracle_monitor     | [ORACLE] TestDeploy: alert_level=normal, exceeded=0
2026-03-15 16:47:30,780 | INFO     | climashield.oracle_worker      | [WORKER] TestDeploy: all conditions normal
2026-03-15 16:47:30,782 | INFO     | climashield.oracle_worker      | Cycle complete: 7 cities, 0 triggers
2026-03-15 16:47:30,782 | INFO     | climashield.oracle_worker      | [WORKER] Cycle complete: 7 cities, 9 policies, 0 triggers
2026-03-15 16:47:30,782 | INFO     | climashield.scheduler          | [SCHEDULER] Oracle check complete: 0 triggers
2026-03-15 16:47:30,782 | INFO     | apscheduler.executors.default  | Job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 16:52:28 IST)" executed successfully
2026-03-15 16:52:29,009 | INFO     | apscheduler.executors.default  | Running job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 16:57:28 IST)" (scheduled at 2026-03-15 16:52:28.917376+05:30)
2026-03-15 16:52:29,021 | INFO     | climashield.oracle_worker      | [WORKER] Starting oracle monitoring cycle…
2026-03-15 16:52:29,031 | INFO     | climashield.oracle_worker      | Monitoring cycle started
2026-03-15 16:52:29,257 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:29,259 | INFO     | climashield.weather            | [LIVE] Fetched real weather for mumbai: {'city': 'mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:52:29,259 | INFO     | climashield.oracle_monitor     | [ORACLE] mumbai: alert_level=normal, exceeded=0
2026-03-15 16:52:29,259 | INFO     | climashield.oracle_worker      | [WORKER] mumbai: all conditions normal
2026-03-15 16:52:29,442 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Jaipur&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:29,443 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Jaipur: {'city': 'Jaipur', 'rain_mm': 0.0, 'temperature': 33.18, 'humidity': 9, 'source': 'openweathermap'}
2026-03-15 16:52:29,443 | INFO     | climashield.oracle_monitor     | [ORACLE] Jaipur: alert_level=normal, exceeded=0
2026-03-15 16:52:29,443 | INFO     | climashield.oracle_worker      | [WORKER] Jaipur: all conditions normal
2026-03-15 16:52:29,603 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Chennai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:29,603 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Chennai: {'city': 'Chennai', 'rain_mm': 0.0, 'temperature': 28.62, 'humidity': 61, 'source': 'openweathermap'}
2026-03-15 16:52:29,604 | INFO     | climashield.oracle_monitor     | [ORACLE] Chennai: alert_level=normal, exceeded=0
2026-03-15 16:52:29,604 | INFO     | climashield.oracle_worker      | [WORKER] Chennai: all conditions normal
2026-03-15 16:52:29,727 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Bokaro&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:29,728 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Bokaro: {'city': 'Bokaro', 'rain_mm': 0.0, 'temperature': 37.05, 'humidity': 11, 'source': 'openweathermap'}
2026-03-15 16:52:29,728 | INFO     | climashield.oracle_monitor     | [ORACLE] Bokaro: alert_level=normal, exceeded=0
2026-03-15 16:52:29,728 | INFO     | climashield.oracle_worker      | [WORKER] Bokaro: all conditions normal
2026-03-15 16:52:29,980 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:29,981 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Mumbai: {'city': 'Mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:52:29,982 | INFO     | climashield.oracle_monitor     | [ORACLE] Mumbai: alert_level=normal, exceeded=0
2026-03-15 16:52:29,982 | INFO     | climashield.oracle_worker      | [WORKER] Mumbai: all conditions normal
2026-03-15 16:52:30,128 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestCity&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:52:30,128 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestCity: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:52:30,129 | INFO     | climashield.oracle_monitor     | [ORACLE] TestCity: alert_level=normal, exceeded=0
2026-03-15 16:52:30,129 | INFO     | climashield.oracle_worker      | [WORKER] TestCity: all conditions normal
2026-03-15 16:52:30,277 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestDeploy&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:52:30,277 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestDeploy: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:52:30,277 | INFO     | climashield.oracle_monitor     | [ORACLE] TestDeploy: alert_level=normal, exceeded=0
2026-03-15 16:52:30,277 | INFO     | climashield.oracle_worker      | [WORKER] TestDeploy: all conditions normal
2026-03-15 16:52:30,464 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Noida&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:52:30,466 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Noida: {'city': 'Noida', 'rain_mm': 0.0, 'temperature': 32.8, 'humidity': 17, 'source': 'openweathermap'}
2026-03-15 16:52:30,467 | INFO     | climashield.oracle_monitor     | [ORACLE] Noida: alert_level=normal, exceeded=0
2026-03-15 16:52:30,467 | INFO     | climashield.oracle_worker      | [WORKER] Noida: all conditions normal
2026-03-15 16:52:30,469 | INFO     | climashield.oracle_worker      | Cycle complete: 8 cities, 0 triggers
2026-03-15 16:52:30,470 | INFO     | climashield.oracle_worker      | [WORKER] Cycle complete: 8 cities, 10 policies, 0 triggers
2026-03-15 16:52:30,470 | INFO     | climashield.scheduler          | [SCHEDULER] Oracle check complete: 0 triggers
2026-03-15 16:52:30,471 | INFO     | apscheduler.executors.default  | Job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 16:57:28 IST)" executed successfully
2026-03-15 16:55:58,908 | INFO     | climashield.simulator          | [SIM] Simulating rainfall in Mumbai: {'city': 'Mumbai', 'rain_mm': 50.0, 'temperature': 28.0, 'humidity': 95, 'source': 'simulator', 'timestamp': '2026-03-15T11:25:58.908550Z'}
2026-03-15 16:55:58,911 | INFO     | climashield.simulation         | Simulating rainfall in Mumbai
2026-03-15 16:55:58,916 | INFO     | climashield.oracle_validator   | [VALIDATOR] Mumbai: valid=False, confidence=0.8
2026-03-15 16:55:58,919 | INFO     | climashield.lazai              | [LAZAI] Stored event: oracle_20260315_112558_mumbai_rainfall
2026-03-15 16:55:58,924 | INFO     | climashield.payout             | [PAYOUT] Processing payout for claim CLM-SIM-AB66F7: 500.0 USDC
2026-03-15 16:55:58,925 | INFO     | climashield.simulation_claim   | SIM claim: CS1001 → 0 USDC
2026-03-15 16:55:58,925 | INFO     | climashield.oracle_validator   | [VALIDATOR] Mumbai: valid=False, confidence=0.8
2026-03-15 16:55:58,926 | INFO     | climashield.lazai              | [LAZAI] Stored event: oracle_20260315_112558_mumbai_rainfall
2026-03-15 16:55:58,926 | INFO     | climashield.payout             | [PAYOUT] Processing payout for claim CLM-SIM-D70B31: 500.0 USDC
2026-03-15 16:55:58,927 | INFO     | climashield.simulation_claim   | SIM claim: CS1002 → 0 USDC
2026-03-15 16:55:58,927 | INFO     | climashield.oracle_validator   | [VALIDATOR] Mumbai: valid=False, confidence=0.8
2026-03-15 16:55:58,927 | INFO     | climashield.lazai              | [LAZAI] Stored event: oracle_20260315_112558_mumbai_rainfall
2026-03-15 16:55:58,927 | INFO     | climashield.payout             | [PAYOUT] Processing payout for claim CLM-SIM-FB705A: 500.0 USDC
2026-03-15 16:55:58,928 | INFO     | climashield.simulation_claim   | SIM claim: CS1006 → 0 USDC
2026-03-15 16:57:28,927 | INFO     | apscheduler.executors.default  | Running job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 17:02:28 IST)" (scheduled at 2026-03-15 16:57:28.917376+05:30)
2026-03-15 16:57:28,929 | INFO     | climashield.oracle_worker      | [WORKER] Starting oracle monitoring cycle…
2026-03-15 16:57:28,932 | INFO     | climashield.oracle_worker      | Monitoring cycle started
2026-03-15 16:57:29,317 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:29,318 | INFO     | climashield.weather            | [LIVE] Fetched real weather for mumbai: {'city': 'mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:57:29,318 | INFO     | climashield.oracle_monitor     | [ORACLE] mumbai: alert_level=normal, exceeded=0
2026-03-15 16:57:29,318 | INFO     | climashield.oracle_worker      | [WORKER] mumbai: all conditions normal
2026-03-15 16:57:29,444 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Jaipur&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:29,445 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Jaipur: {'city': 'Jaipur', 'rain_mm': 0.0, 'temperature': 33.18, 'humidity': 9, 'source': 'openweathermap'}
2026-03-15 16:57:29,445 | INFO     | climashield.oracle_monitor     | [ORACLE] Jaipur: alert_level=normal, exceeded=0
2026-03-15 16:57:29,445 | INFO     | climashield.oracle_worker      | [WORKER] Jaipur: all conditions normal
2026-03-15 16:57:29,563 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Chennai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:29,563 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Chennai: {'city': 'Chennai', 'rain_mm': 0.0, 'temperature': 28.62, 'humidity': 61, 'source': 'openweathermap'}
2026-03-15 16:57:29,563 | INFO     | climashield.oracle_monitor     | [ORACLE] Chennai: alert_level=normal, exceeded=0
2026-03-15 16:57:29,563 | INFO     | climashield.oracle_worker      | [WORKER] Chennai: all conditions normal
2026-03-15 16:57:29,681 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Bokaro&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:29,682 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Bokaro: {'city': 'Bokaro', 'rain_mm': 0.0, 'temperature': 37.05, 'humidity': 11, 'source': 'openweathermap'}
2026-03-15 16:57:29,682 | INFO     | climashield.oracle_monitor     | [ORACLE] Bokaro: alert_level=normal, exceeded=0
2026-03-15 16:57:29,682 | INFO     | climashield.oracle_worker      | [WORKER] Bokaro: all conditions normal
2026-03-15 16:57:29,872 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:29,873 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Mumbai: {'city': 'Mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 16:57:29,873 | INFO     | climashield.oracle_monitor     | [ORACLE] Mumbai: alert_level=normal, exceeded=0
2026-03-15 16:57:29,873 | INFO     | climashield.oracle_worker      | [WORKER] Mumbai: all conditions normal
2026-03-15 16:57:30,000 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestCity&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:57:30,001 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestCity: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:57:30,002 | INFO     | climashield.oracle_monitor     | [ORACLE] TestCity: alert_level=normal, exceeded=0
2026-03-15 16:57:30,002 | INFO     | climashield.oracle_worker      | [WORKER] TestCity: all conditions normal
2026-03-15 16:57:30,122 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestDeploy&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 16:57:30,123 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestDeploy: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 16:57:30,123 | INFO     | climashield.oracle_monitor     | [ORACLE] TestDeploy: alert_level=normal, exceeded=0
2026-03-15 16:57:30,123 | INFO     | climashield.oracle_worker      | [WORKER] TestDeploy: all conditions normal
2026-03-15 16:57:30,243 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Noida&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 16:57:30,243 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Noida: {'city': 'Noida', 'rain_mm': 0.0, 'temperature': 32.8, 'humidity': 17, 'source': 'openweathermap'}
2026-03-15 16:57:30,243 | INFO     | climashield.oracle_monitor     | [ORACLE] Noida: alert_level=normal, exceeded=0
2026-03-15 16:57:30,243 | INFO     | climashield.oracle_worker      | [WORKER] Noida: all conditions normal
2026-03-15 16:57:30,244 | INFO     | climashield.oracle_worker      | Cycle complete: 8 cities, 0 triggers
2026-03-15 16:57:30,244 | INFO     | climashield.oracle_worker      | [WORKER] Cycle complete: 8 cities, 10 policies, 0 triggers
2026-03-15 16:57:30,244 | INFO     | climashield.scheduler          | [SCHEDULER] Oracle check complete: 0 triggers
2026-03-15 16:57:30,244 | INFO     | apscheduler.executors.default  | Job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 17:02:28 IST)" executed successfully
2026-03-15 17:01:15,426 | INFO     | climashield.scheduler          | [SCHEDULER] Scheduler stopped
2026-03-15 17:01:15,533 | INFO     | climashield.system             | ClimaShield shutting down
2026-03-15 17:01:15,562 | INFO     | apscheduler.scheduler          | Scheduler has been shut down
2026-03-15 17:01:17,922 | INFO     | climashield.system             | ClimaShield v0.3.0 starting up – DB initialized
2026-03-15 17:01:17,971 | INFO     | apscheduler.scheduler          | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-15 17:01:17,971 | INFO     | apscheduler.scheduler          | Added job "Oracle Weather Monitoring" to job store "default"
2026-03-15 17:01:17,971 | INFO     | apscheduler.scheduler          | Scheduler started
2026-03-15 17:01:17,971 | INFO     | climashield.scheduler          | [SCHEDULER] Background scheduler started (oracle monitoring every 5 min)
2026-03-15 17:01:56,804 | INFO     | climashield.scheduler          | [SCHEDULER] Scheduler stopped
2026-03-15 17:01:56,815 | INFO     | climashield.system             | ClimaShield shutting down
2026-03-15 17:01:56,818 | INFO     | apscheduler.scheduler          | Scheduler has been shut down
2026-03-15 17:01:58,858 | INFO     | climashield.system             | ClimaShield v0.3.0 starting up – DB initialized
2026-03-15 17:01:58,912 | INFO     | apscheduler.scheduler          | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-03-15 17:01:58,912 | INFO     | apscheduler.scheduler          | Added job "Oracle Weather Monitoring" to job store "default"
2026-03-15 17:01:58,912 | INFO     | apscheduler.scheduler          | Scheduler started
2026-03-15 17:01:58,912 | INFO     | climashield.scheduler          | [SCHEDULER] Background scheduler started (oracle monitoring every 5 min)
2026-03-15 17:06:58,947 | INFO     | apscheduler.executors.default  | Running job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 17:11:58 IST)" (scheduled at 2026-03-15 17:06:58.912125+05:30)
2026-03-15 17:06:59,000 | INFO     | climashield.oracle_worker      | [WORKER] Starting oracle monitoring cycle…
2026-03-15 17:06:59,011 | INFO     | climashield.oracle_worker      | Monitoring cycle started
2026-03-15 17:06:59,831 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:06:59,835 | INFO     | climashield.weather            | [LIVE] Fetched real weather for mumbai: {'city': 'mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 17:06:59,835 | INFO     | climashield.oracle_monitor     | [ORACLE] mumbai: alert_level=normal, exceeded=0
2026-03-15 17:06:59,835 | INFO     | climashield.oracle_worker      | [WORKER] mumbai: all conditions normal
2026-03-15 17:06:59,969 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Jaipur&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:06:59,969 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Jaipur: {'city': 'Jaipur', 'rain_mm': 0.0, 'temperature': 32.25, 'humidity': 10, 'source': 'openweathermap'}
2026-03-15 17:06:59,969 | INFO     | climashield.oracle_monitor     | [ORACLE] Jaipur: alert_level=normal, exceeded=0
2026-03-15 17:06:59,969 | INFO     | climashield.oracle_worker      | [WORKER] Jaipur: all conditions normal
2026-03-15 17:07:00,092 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Chennai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:07:00,092 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Chennai: {'city': 'Chennai', 'rain_mm': 0.0, 'temperature': 28.62, 'humidity': 61, 'source': 'openweathermap'}
2026-03-15 17:07:00,093 | INFO     | climashield.oracle_monitor     | [ORACLE] Chennai: alert_level=normal, exceeded=0
2026-03-15 17:07:00,093 | INFO     | climashield.oracle_worker      | [WORKER] Chennai: all conditions normal
2026-03-15 17:07:00,227 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Bokaro&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:07:00,228 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Bokaro: {'city': 'Bokaro', 'rain_mm': 0.0, 'temperature': 34.47, 'humidity': 13, 'source': 'openweathermap'}
2026-03-15 17:07:00,228 | INFO     | climashield.oracle_monitor     | [ORACLE] Bokaro: alert_level=normal, exceeded=0
2026-03-15 17:07:00,228 | INFO     | climashield.oracle_worker      | [WORKER] Bokaro: all conditions normal
2026-03-15 17:07:00,448 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:07:00,448 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Mumbai: {'city': 'Mumbai', 'rain_mm': 0.0, 'temperature': 28.07, 'humidity': 62, 'source': 'openweathermap'}
2026-03-15 17:07:00,448 | INFO     | climashield.oracle_monitor     | [ORACLE] Mumbai: alert_level=normal, exceeded=0
2026-03-15 17:07:00,448 | INFO     | climashield.oracle_worker      | [WORKER] Mumbai: all conditions normal
2026-03-15 17:07:00,580 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestCity&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 17:07:00,581 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestCity: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 17:07:00,581 | INFO     | climashield.oracle_monitor     | [ORACLE] TestCity: alert_level=normal, exceeded=0
2026-03-15 17:07:00,581 | INFO     | climashield.oracle_worker      | [WORKER] TestCity: all conditions normal
2026-03-15 17:07:00,709 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=TestDeploy&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 404 Not Found"
2026-03-15 17:07:00,710 | WARNING  | climashield.weather            | [API ERROR] OpenWeatherMap returned 404 for TestDeploy: {"cod":"404","message":"city not found"} – falling back to mock data
2026-03-15 17:07:00,710 | INFO     | climashield.oracle_monitor     | [ORACLE] TestDeploy: alert_level=normal, exceeded=0
2026-03-15 17:07:00,710 | INFO     | climashield.oracle_worker      | [WORKER] TestDeploy: all conditions normal
2026-03-15 17:07:00,935 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=Noida&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
2026-03-15 17:07:00,936 | INFO     | climashield.weather            | [LIVE] Fetched real weather for Noida: {'city': 'Noida', 'rain_mm': 0.0, 'temperature': 30.43, 'humidity': 22, 'source': 'openweathermap'}
2026-03-15 17:07:00,936 | INFO     | climashield.oracle_monitor     | [ORACLE] Noida: alert_level=normal, exceeded=0
2026-03-15 17:07:00,936 | INFO     | climashield.oracle_worker      | [WORKER] Noida: all conditions normal
2026-03-15 17:07:00,939 | INFO     | climashield.oracle_worker      | Cycle complete: 8 cities, 0 triggers
2026-03-15 17:07:00,939 | INFO     | climashield.oracle_worker      | [WORKER] Cycle complete: 8 cities, 10 policies, 0 triggers
2026-03-15 17:07:00,939 | INFO     | climashield.scheduler          | [SCHEDULER] Oracle check complete: 0 triggers
2026-03-15 17:07:00,939 | INFO     | apscheduler.executors.default  | Job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 17:11:58 IST)" executed successfully
2026-03-15 17:11:58,919 | INFO     | apscheduler.executors.default  | Running job "Oracle Weather Monitoring (trigger: interval[0:05:00], next run at: 2026-03-15 17:16:58 IST)" (scheduled at 2026-03-15 17:11:58.912125+05:30)
2026-03-15 17:11:58,922 | INFO     | climashield.oracle_worker      | [WORKER] Starting oracle monitoring cycle…
2026-03-15 17:11:58,927 | INFO     | climashield.oracle_worker      | Monitoring cycle started
2026-03-15 17:11:59,127 | INFO     | httpx                          | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?q=mumbai&appid=fe37b4385151e85658161f4c1351e6e7&units=metric "HTTP/1.1 200 OK"
